evaluation,evaluation_kind,start,end,k,copies,offers,requested_copies,filled_copies,fill_rate,offer_coverage,full_copy_coverage,contract_hours,initial_stop_risk,raw_net_completed,max_concurrent_contracts,raw_peak_overlap,mechanical_full_capacity
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,6,1,5726,5726,5726,1.00000000,1.00000000,1.00000000,8688.48916667,353556.50000000,8622.70000000,5,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,6,2,5726,11452,11400,0.99545931,0.99545931,0.99545931,17346.91166667,704376.00000000,18688.00000000,6,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,6,3,5726,17178,16437,0.95686343,0.95686343,0.95686343,25368.01750000,1025103.00000000,26532.15000000,6,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,6,4,5726,22904,19414,0.84762487,0.95686343,0.73838631,30502.04555556,1234874.00000000,23563.30000000,6,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,6,5,5726,28630,22391,0.78208173,0.95686343,0.73838631,35636.07361111,1444645.00000000,20594.45000000,6,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,6,6,5726,34356,25368,0.73838631,0.73838631,0.73838631,40770.10166667,1654416.00000000,17625.60000000,6,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,6,7,5726,40082,25368,0.63290255,0.73838631,0.00000000,40770.10166667,1654416.00000000,17625.60000000,6,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,6,8,5726,45808,25368,0.55378973,0.73838631,0.00000000,40770.10166667,1654416.00000000,17625.60000000,6,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,8,1,5726,5726,5726,1.00000000,1.00000000,1.00000000,8688.48916667,353556.50000000,8622.70000000,5,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,8,2,5726,11452,11450,0.99982536,0.99982536,0.99982536,17375.83388889,707027.00000000,17132.50000000,8,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,8,3,5726,17178,16879,0.98259402,0.99545931,0.95686343,25802.91750000,1046077.00000000,27532.05000000,8,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,8,4,5726,22904,21916,0.95686343,0.95686343,0.95686343,33824.02333333,1366804.00000000,35376.20000000,8,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,8,5,5726,28630,24893,0.86947258,0.95686343,0.73838631,38958.05138889,1576575.00000000,32407.35000000,8,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,8,6,5726,34356,27870,0.81121202,0.95686343,0.73838631,44092.07944444,1786346.00000000,29438.50000000,8,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,8,7,5726,40082,30847,0.76959733,0.95686343,0.73838631,49226.10750000,1996117.00000000,26469.65000000,8,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,8,8,5726,45808,33824,0.73838631,0.73838631,0.73838631,54360.13555556,2205888.00000000,23500.80000000,8,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,10,1,5726,5726,5726,1.00000000,1.00000000,1.00000000,8688.48916667,353556.50000000,8622.70000000,5,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,10,2,5726,11452,11452,1.00000000,1.00000000,1.00000000,17376.97833333,707113.00000000,17245.40000000,10,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,10,3,5726,17178,17125,0.99691466,0.99982536,0.99545931,26034.82861111,1057889.50000000,27254.25000000,10,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,10,4,5726,22904,22358,0.97616137,0.99545931,0.95686343,34258.92333333,1387778.00000000,36376.10000000,10,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,10,5,5726,28630,27395,0.95686343,0.95686343,0.95686343,42280.02916667,1708505.00000000,44220.25000000,10,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,10,6,5726,34356,30372,0.88403772,0.95686343,0.73838631,47414.05722222,1918276.00000000,41251.40000000,10,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,10,7,5726,40082,33349,0.83201936,0.95686343,0.73838631,52548.08527778,2128047.00000000,38282.55000000,10,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,10,8,5726,45808,36326,0.79300559,0.95686343,0.73838631,57682.11333333,2337818.00000000,35313.70000000,10,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,12,1,5726,5726,5726,1.00000000,1.00000000,1.00000000,8688.48916667,353556.50000000,8622.70000000,5,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,12,2,5726,11452,11452,1.00000000,1.00000000,1.00000000,17376.97833333,707113.00000000,17245.40000000,10,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,12,3,5726,17178,17175,0.99982536,0.99982536,0.99982536,26063.75083333,1060540.50000000,25698.75000000,12,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,12,4,5726,22904,22800,0.99545931,0.99545931,0.99545931,34693.82333333,1408752.00000000,37376.00000000,12,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,12,5,5726,28630,27837,0.97230178,0.99545931,0.95686343,42714.92916667,1729479.00000000,45220.15000000,12,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,12,6,5726,34356,32874,0.95686343,0.95686343,0.95686343,50736.03500000,2050206.00000000,53064.30000000,12,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,12,7,5726,40082,35851,0.89444140,0.95686343,0.73838631,55870.06305556,2259977.00000000,50095.45000000,12,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,12,8,5726,45808,38828,0.84762487,0.95686343,0.73838631,61004.09111111,2469748.00000000,47126.60000000,12,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,15,1,5726,5726,5726,1.00000000,1.00000000,1.00000000,8688.48916667,353556.50000000,8622.70000000,5,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,15,2,5726,11452,11452,1.00000000,1.00000000,1.00000000,17376.97833333,707113.00000000,17245.40000000,10,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,15,3,5726,17178,17178,1.00000000,1.00000000,1.00000000,26065.46750000,1060669.50000000,25868.10000000,15,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,15,4,5726,22904,22875,0.99873385,0.99982536,0.99545931,34737.20666667,1412728.50000000,35042.75000000,15,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,15,5,5726,28630,28500,0.99545931,0.99545931,0.99545931,43367.27916667,1760940.00000000,46720.00000000,15,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,15,6,5726,34356,33537,0.97616137,0.99545931,0.95686343,51388.38500000,2081667.00000000,54564.15000000,15,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,15,7,5726,40082,38574,0.96237713,0.99545931,0.95686343,59409.49083333,2402394.00000000,62408.30000000,15,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,15,8,5726,45808,42581,0.92955379,0.95686343,0.73838631,65987.05777778,2667643.00000000,64845.95000000,15,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,20,1,5726,5726,5726,1.00000000,1.00000000,1.00000000,8688.48916667,353556.50000000,8622.70000000,5,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,20,2,5726,11452,11452,1.00000000,1.00000000,1.00000000,17376.97833333,707113.00000000,17245.40000000,10,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,20,3,5726,17178,17178,1.00000000,1.00000000,1.00000000,26065.46750000,1060669.50000000,25868.10000000,15,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,20,4,5726,22904,22904,1.00000000,1.00000000,1.00000000,34753.95666667,1414226.00000000,34490.80000000,20,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,20,5,5726,28630,28625,0.99982536,0.99982536,0.99982536,43439.58472222,1767567.50000000,42831.25000000,20,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,20,6,5726,34356,34250,0.99691466,0.99982536,0.99545931,52069.65722222,2115779.00000000,54508.50000000,20,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,20,7,5726,40082,39679,0.98994561,0.99545931,0.95686343,60496.74083333,2454829.00000000,64908.05000000,20,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,20,8,5726,45808,44716,0.97616137,0.99545931,0.95686343,68517.84666667,2775556.00000000,72752.20000000,20,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,24,1,5726,5726,5726,1.00000000,1.00000000,1.00000000,8688.48916667,353556.50000000,8622.70000000,5,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,24,2,5726,11452,11452,1.00000000,1.00000000,1.00000000,17376.97833333,707113.00000000,17245.40000000,10,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,24,3,5726,17178,17178,1.00000000,1.00000000,1.00000000,26065.46750000,1060669.50000000,25868.10000000,15,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,24,4,5726,22904,22904,1.00000000,1.00000000,1.00000000,34753.95666667,1414226.00000000,34490.80000000,20,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,24,5,5726,28630,28629,0.99996507,1.00000000,0.99982536,43441.87361111,1767739.50000000,43057.05000000,24,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,24,6,5726,34356,34350,0.99982536,0.99982536,0.99982536,52127.50166667,2121081.00000000,51397.50000000,24,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,24,7,5726,40082,39975,0.99733047,0.99982536,0.99545931,60757.57416667,2469292.50000000,63074.75000000,24,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,24,8,5726,45808,45600,0.99545931,0.99545931,0.99545931,69387.64666667,2817504.00000000,74752.00000000,24,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,25,1,5726,5726,5726,1.00000000,1.00000000,1.00000000,8688.48916667,353556.50000000,8622.70000000,5,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,25,2,5726,11452,11452,1.00000000,1.00000000,1.00000000,17376.97833333,707113.00000000,17245.40000000,10,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,25,3,5726,17178,17178,1.00000000,1.00000000,1.00000000,26065.46750000,1060669.50000000,25868.10000000,15,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,25,4,5726,22904,22904,1.00000000,1.00000000,1.00000000,34753.95666667,1414226.00000000,34490.80000000,20,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,25,5,5726,28630,28630,1.00000000,1.00000000,1.00000000,43442.44583333,1767782.50000000,43113.50000000,25,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,25,6,5726,34356,34351,0.99985447,1.00000000,0.99982536,52128.07388889,2121124.00000000,51453.95000000,25,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,25,7,5726,40082,40000,0.99795419,0.99982536,0.99545931,60772.03527778,2470618.00000000,62297.00000000,25,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,25,8,5726,45808,45625,0.99600506,0.99982536,0.99545931,69402.10777778,2818829.50000000,73974.25000000,25,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,30,1,5726,5726,5726,1.00000000,1.00000000,1.00000000,8688.48916667,353556.50000000,8622.70000000,5,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,30,2,5726,11452,11452,1.00000000,1.00000000,1.00000000,17376.97833333,707113.00000000,17245.40000000,10,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,30,3,5726,17178,17178,1.00000000,1.00000000,1.00000000,26065.46750000,1060669.50000000,25868.10000000,15,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,30,4,5726,22904,22904,1.00000000,1.00000000,1.00000000,34753.95666667,1414226.00000000,34490.80000000,20,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,30,5,5726,28630,28630,1.00000000,1.00000000,1.00000000,43442.44583333,1767782.50000000,43113.50000000,25,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,30,6,5726,34356,34356,1.00000000,1.00000000,1.00000000,52130.93500000,2121339.00000000,51736.20000000,30,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,30,7,5726,40082,40077,0.99987526,1.00000000,0.99982536,60816.56305556,2474680.50000000,60076.65000000,30,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,30,8,5726,45808,45750,0.99873385,0.99982536,0.99545931,69474.41333333,2825457.00000000,70085.50000000,30,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,32,1,5726,5726,5726,1.00000000,1.00000000,1.00000000,8688.48916667,353556.50000000,8622.70000000,5,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,32,2,5726,11452,11452,1.00000000,1.00000000,1.00000000,17376.97833333,707113.00000000,17245.40000000,10,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,32,3,5726,17178,17178,1.00000000,1.00000000,1.00000000,26065.46750000,1060669.50000000,25868.10000000,15,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,32,4,5726,22904,22904,1.00000000,1.00000000,1.00000000,34753.95666667,1414226.00000000,34490.80000000,20,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,32,5,5726,28630,28630,1.00000000,1.00000000,1.00000000,43442.44583333,1767782.50000000,43113.50000000,25,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,32,6,5726,34356,34356,1.00000000,1.00000000,1.00000000,52130.93500000,2121339.00000000,51736.20000000,30,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,32,7,5726,40082,40079,0.99992515,1.00000000,0.99982536,60817.70750000,2474766.50000000,60189.55000000,32,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,32,8,5726,45808,45800,0.99982536,0.99982536,0.99982536,69503.33555556,2828108.00000000,68530.00000000,32,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,35,1,5726,5726,5726,1.00000000,1.00000000,1.00000000,8688.48916667,353556.50000000,8622.70000000,5,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,35,2,5726,11452,11452,1.00000000,1.00000000,1.00000000,17376.97833333,707113.00000000,17245.40000000,10,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,35,3,5726,17178,17178,1.00000000,1.00000000,1.00000000,26065.46750000,1060669.50000000,25868.10000000,15,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,35,4,5726,22904,22904,1.00000000,1.00000000,1.00000000,34753.95666667,1414226.00000000,34490.80000000,20,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,35,5,5726,28630,28630,1.00000000,1.00000000,1.00000000,43442.44583333,1767782.50000000,43113.50000000,25,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,35,6,5726,34356,34356,1.00000000,1.00000000,1.00000000,52130.93500000,2121339.00000000,51736.20000000,30,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,35,7,5726,40082,40082,1.00000000,1.00000000,1.00000000,60819.42416667,2474895.50000000,60358.90000000,35,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,35,8,5726,45808,45803,0.99989085,1.00000000,0.99982536,69505.05222222,2828237.00000000,68699.35000000,35,5,False
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,40,1,5726,5726,5726,1.00000000,1.00000000,1.00000000,8688.48916667,353556.50000000,8622.70000000,5,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,40,2,5726,11452,11452,1.00000000,1.00000000,1.00000000,17376.97833333,707113.00000000,17245.40000000,10,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,40,3,5726,17178,17178,1.00000000,1.00000000,1.00000000,26065.46750000,1060669.50000000,25868.10000000,15,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,40,4,5726,22904,22904,1.00000000,1.00000000,1.00000000,34753.95666667,1414226.00000000,34490.80000000,20,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,40,5,5726,28630,28630,1.00000000,1.00000000,1.00000000,43442.44583333,1767782.50000000,43113.50000000,25,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,40,6,5726,34356,34356,1.00000000,1.00000000,1.00000000,52130.93500000,2121339.00000000,51736.20000000,30,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,40,7,5726,40082,40082,1.00000000,1.00000000,1.00000000,60819.42416667,2474895.50000000,60358.90000000,35,5,True
train_2020_2022,holdout,2020-01-01,2023-01-01 00:00:00,40,8,5726,45808,45808,1.00000000,1.00000000,1.00000000,69507.91333333,2828452.00000000,68981.60000000,40,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,1,1,6932,6932,5071,0.73153491,0.73153491,0.73153491,8494.62750000,388421.50000000,24744.95000000,1,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,1,2,6932,13864,5071,0.36576746,0.73153491,0.00000000,8494.62750000,388421.50000000,24744.95000000,1,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,1,3,6932,20796,5071,0.24384497,0.73153491,0.00000000,8494.62750000,388421.50000000,24744.95000000,1,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,1,4,6932,27728,5071,0.18288373,0.73153491,0.00000000,8494.62750000,388421.50000000,24744.95000000,1,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,1,5,6932,34660,5071,0.14630698,0.73153491,0.00000000,8494.62750000,388421.50000000,24744.95000000,1,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,1,6,6932,41592,5071,0.12192249,0.73153491,0.00000000,8494.62750000,388421.50000000,24744.95000000,1,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,1,7,6932,48524,5071,0.10450499,0.73153491,0.00000000,8494.62750000,388421.50000000,24744.95000000,1,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,1,8,6932,55456,5071,0.09144186,0.73153491,0.00000000,8494.62750000,388421.50000000,24744.95000000,1,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,2,1,6932,6932,6630,0.95643393,0.95643393,0.95643393,10570.04388889,484560.50000000,26487.00000000,2,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,2,2,6932,13864,10142,0.73153491,0.73153491,0.73153491,16989.25500000,776843.00000000,49489.90000000,2,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,2,3,6932,20796,10142,0.48768994,0.73153491,0.00000000,16989.25500000,776843.00000000,49489.90000000,2,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,2,4,6932,27728,10142,0.36576746,0.73153491,0.00000000,16989.25500000,776843.00000000,49489.90000000,2,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,2,5,6932,34660,10142,0.29261396,0.73153491,0.00000000,16989.25500000,776843.00000000,49489.90000000,2,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,2,6,6932,41592,10142,0.24384497,0.73153491,0.00000000,16989.25500000,776843.00000000,49489.90000000,2,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,2,7,6932,48524,10142,0.20900997,0.73153491,0.00000000,16989.25500000,776843.00000000,49489.90000000,2,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,2,8,6932,55456,10142,0.18288373,0.73153491,0.00000000,16989.25500000,776843.00000000,49489.90000000,2,5,False
