evaluation,evaluation_kind,start,end,k,copies,offers,requested_copies,filled_copies,fill_rate,offer_coverage,full_copy_coverage,contract_hours,initial_stop_risk,raw_net_completed,max_concurrent_contracts,raw_peak_overlap,mechanical_full_capacity
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,3,1,6932,6932,6897,0.99495095,0.99495095,0.99495095,10847.32166667,498709.00000000,26308.65000000,3,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,3,2,6932,13864,11701,0.84398442,0.95643393,0.73153491,19064.67138889,872982.00000000,51231.95000000,3,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,3,3,6932,20796,15213,0.73153491,0.73153491,0.73153491,25483.88250000,1165264.50000000,74234.85000000,3,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,3,4,6932,27728,15213,0.54865118,0.73153491,0.00000000,25483.88250000,1165264.50000000,74234.85000000,3,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,3,5,6932,34660,15213,0.43892095,0.73153491,0.00000000,25483.88250000,1165264.50000000,74234.85000000,3,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,3,6,6932,41592,15213,0.36576746,0.73153491,0.00000000,25483.88250000,1165264.50000000,74234.85000000,3,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,3,7,6932,48524,15213,0.31351496,0.73153491,0.00000000,25483.88250000,1165264.50000000,74234.85000000,3,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,3,8,6932,55456,15213,0.27432559,0.73153491,0.00000000,25483.88250000,1165264.50000000,74234.85000000,3,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,4,1,6932,6932,6931,0.99985574,0.99985574,0.99985574,10881.32722222,500385.00000000,25838.95000000,4,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,4,2,6932,13864,13260,0.95643393,0.95643393,0.95643393,21140.08777778,969121.00000000,52974.00000001,4,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,4,3,6932,20796,16772,0.80650125,0.95643393,0.73153491,27559.29888889,1261403.50000000,75976.90000000,4,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,4,4,6932,27728,20284,0.73153491,0.73153491,0.73153491,33978.51000000,1553686.00000000,98979.80000001,4,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,4,5,6932,34660,20284,0.58522793,0.73153491,0.00000000,33978.51000000,1553686.00000000,98979.80000001,4,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,4,6,6932,41592,20284,0.48768994,0.73153491,0.00000000,33978.51000000,1553686.00000000,98979.80000001,4,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,4,7,6932,48524,20284,0.41801995,0.73153491,0.00000000,33978.51000000,1553686.00000000,98979.80000001,4,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,4,8,6932,55456,20284,0.36576746,0.73153491,0.00000000,33978.51000000,1553686.00000000,98979.80000001,4,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,5,1,6932,6932,6932,1.00000000,1.00000000,1.00000000,10881.98833333,500459.50000000,25804.40000000,5,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,5,2,6932,13864,13527,0.97569244,0.99495095,0.95643393,21417.36555556,983269.50000000,52795.65000000,5,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,5,3,6932,20796,18331,0.88146759,0.95643393,0.73153491,29634.71527778,1357542.50000000,77718.95000000,5,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,5,4,6932,27728,21843,0.78775967,0.95643393,0.73153491,36053.92638889,1649825.00000000,100721.85000001,5,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,5,5,6932,34660,25355,0.73153491,0.73153491,0.73153491,42473.13750000,1942107.50000000,123724.75000000,5,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,5,6,6932,41592,25355,0.60961243,0.73153491,0.00000000,42473.13750000,1942107.50000000,123724.75000000,5,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,5,7,6932,48524,25355,0.52252494,0.73153491,0.00000000,42473.13750000,1942107.50000000,123724.75000000,5,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,5,8,6932,55456,25355,0.45720932,0.73153491,0.00000000,42473.13750000,1942107.50000000,123724.75000000,5,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,6,1,6932,6932,6932,1.00000000,1.00000000,1.00000000,10881.98833333,500459.50000000,25804.40000000,5,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,6,2,6932,13864,13794,0.99495095,0.99495095,0.99495095,21694.64333333,997418.00000000,52617.30000001,6,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,6,3,6932,20796,19890,0.95643393,0.95643393,0.95643393,31710.13166667,1453681.50000000,79461.00000001,6,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,6,4,6932,27728,23402,0.84398442,0.95643393,0.73153491,38129.34277778,1745964.00000000,102463.90000000,6,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,6,5,6932,34660,26914,0.77651471,0.95643393,0.73153491,44548.55388889,2038246.50000000,125466.80000000,6,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,6,6,6932,41592,30426,0.73153491,0.73153491,0.73153491,50967.76500000,2330529.00000000,148469.70000000,6,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,6,7,6932,48524,30426,0.62702992,0.73153491,0.00000000,50967.76500000,2330529.00000000,148469.70000000,6,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,6,8,6932,55456,30426,0.54865118,0.73153491,0.00000000,50967.76500000,2330529.00000000,148469.70000000,6,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,8,1,6932,6932,6932,1.00000000,1.00000000,1.00000000,10881.98833333,500459.50000000,25804.40000000,5,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,8,2,6932,13864,13862,0.99985574,0.99985574,0.99985574,21762.65444444,1000770.00000000,51677.90000001,8,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,8,3,6932,20796,20424,0.98211194,0.99495095,0.95643393,32264.68722222,1481978.50000000,79104.30000001,8,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,8,4,6932,27728,26520,0.95643393,0.95643393,0.95643393,42280.17555556,1938242.00000000,105948.00000001,8,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,8,5,6932,34660,30032,0.86647432,0.95643393,0.73153491,48699.38666667,2230524.50000000,128950.90000000,8,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,8,6,6932,41592,33544,0.80650125,0.95643393,0.73153491,55118.59777778,2522807.00000000,151953.80000000,8,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,8,7,6932,48524,37056,0.76366334,0.95643393,0.73153491,61537.80888889,2815089.50000000,174956.69999999,8,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,8,8,6932,55456,40568,0.73153491,0.73153491,0.73153491,67957.02000000,3107372.00000000,197959.60000001,8,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,10,1,6932,6932,6932,1.00000000,1.00000000,1.00000000,10881.98833333,500459.50000000,25804.40000000,5,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,10,2,6932,13864,13864,1.00000000,1.00000000,1.00000000,21763.97666667,1000919.00000000,51608.80000001,10,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,10,3,6932,20796,20725,0.99658588,0.99985574,0.99495095,32575.97055556,1497803.00000000,78456.25000001,10,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,10,4,6932,27728,27054,0.97569244,0.99495095,0.95643393,42834.73111111,1966539.00000000,105591.30000001,10,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,10,5,6932,34660,33150,0.95643393,0.95643393,0.95643393,52850.21944445,2422802.50000000,132435.00000000,10,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,10,6,6932,41592,36662,0.88146759,0.95643393,0.73153491,59269.43055556,2715085.00000000,155437.90000001,10,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,10,7,6932,48524,40174,0.82792020,0.95643393,0.73153491,65688.64166667,3007367.50000000,178440.79999999,10,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,10,8,6932,55456,43686,0.78775967,0.95643393,0.73153491,72107.85277778,3299650.00000000,201443.70000001,10,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,12,1,6932,6932,6932,1.00000000,1.00000000,1.00000000,10881.98833333,500459.50000000,25804.40000000,5,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,12,2,6932,13864,13864,1.00000000,1.00000000,1.00000000,21763.97666667,1000919.00000000,51608.80000001,10,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,12,3,6932,20796,20793,0.99985574,0.99985574,0.99985574,32643.98166667,1501155.00000000,77516.85000001,12,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,12,4,6932,27728,27588,0.99495095,0.99495095,0.99495095,43389.28666667,1994836.00000000,105234.60000001,12,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,12,5,6932,34660,33684,0.97184074,0.99495095,0.95643393,53404.77500000,2451099.50000000,132078.30000000,12,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,12,6,6932,41592,39780,0.95643393,0.95643393,0.95643393,63420.26333333,2907363.00000000,158922.00000002,12,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,12,7,6932,48524,43292,0.89217707,0.95643393,0.73153491,69839.47444444,3199645.50000000,181924.89999999,12,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,12,8,6932,55456,46804,0.84398442,0.95643393,0.73153491,76258.68555556,3491928.00000000,204927.80000001,12,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,15,1,6932,6932,6932,1.00000000,1.00000000,1.00000000,10881.98833333,500459.50000000,25804.40000000,5,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,15,2,6932,13864,13864,1.00000000,1.00000000,1.00000000,21763.97666667,1000919.00000000,51608.80000001,10,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,15,3,6932,20796,20796,1.00000000,1.00000000,1.00000000,32645.96500000,1501378.50000000,77413.20000001,15,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,15,4,6932,27728,27690,0.99862954,0.99985574,0.99495095,43491.30333333,1999864.00000000,103825.50000001,15,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,15,5,6932,34660,34485,0.99495095,0.99495095,0.99495095,54236.60833333,2493545.00000000,131543.25000000,15,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,15,6,6932,41592,40581,0.97569244,0.99495095,0.95643393,64252.09666667,2949808.50000000,158386.95000002,15,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,15,7,6932,48524,46677,0.96193636,0.99495095,0.95643393,74267.58500000,3406072.00000000,185230.64999998,15,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,15,8,6932,55456,51481,0.92832155,0.95643393,0.73153491,82484.93472222,3780345.00000000,210153.95000001,15,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,20,1,6932,6932,6932,1.00000000,1.00000000,1.00000000,10881.98833333,500459.50000000,25804.40000000,5,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,20,2,6932,13864,13864,1.00000000,1.00000000,1.00000000,21763.97666667,1000919.00000000,51608.80000001,10,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,20,3,6932,20796,20796,1.00000000,1.00000000,1.00000000,32645.96500000,1501378.50000000,77413.20000001,15,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,20,4,6932,27728,27728,1.00000000,1.00000000,1.00000000,43527.95333333,2001838.00000000,103217.60000001,20,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,20,5,6932,34660,34655,0.99985574,0.99985574,0.99985574,54406.63611111,2501925.00000000,129194.75000000,20,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,20,6,6932,41592,41450,0.99658588,0.99985574,0.99495095,65151.94111111,2995606.00000000,156912.50000002,20,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,20,7,6932,48524,48012,0.98944852,0.99495095,0.95643393,75653.97388889,3476814.50000000,184338.89999998,20,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,20,8,6932,55456,54108,0.97569244,0.99495095,0.95643393,85669.46222222,3933078.00000000,211182.60000002,20,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,24,1,6932,6932,6932,1.00000000,1.00000000,1.00000000,10881.98833333,500459.50000000,25804.40000000,5,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,24,2,6932,13864,13864,1.00000000,1.00000000,1.00000000,21763.97666667,1000919.00000000,51608.80000001,10,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,24,3,6932,20796,20796,1.00000000,1.00000000,1.00000000,32645.96500000,1501378.50000000,77413.20000001,15,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,24,4,6932,27728,27728,1.00000000,1.00000000,1.00000000,43527.95333333,2001838.00000000,103217.60000001,20,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,24,5,6932,34660,34659,0.99997115,1.00000000,0.99985574,54409.28055556,2502223.00000000,129056.55000000,24,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,24,6,6932,41592,41586,0.99985574,0.99985574,0.99985574,65287.96333333,3002310.00000000,155033.70000002,24,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,24,7,6932,48524,48381,0.99705300,0.99985574,0.99495095,76033.26833333,3495991.00000000,182751.44999998,24,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,24,8,6932,55456,55176,0.99495095,0.99495095,0.99495095,86778.57333333,3989672.00000000,210469.20000002,24,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,25,1,6932,6932,6932,1.00000000,1.00000000,1.00000000,10881.98833333,500459.50000000,25804.40000000,5,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,25,2,6932,13864,13864,1.00000000,1.00000000,1.00000000,21763.97666667,1000919.00000000,51608.80000001,10,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,25,3,6932,20796,20796,1.00000000,1.00000000,1.00000000,32645.96500000,1501378.50000000,77413.20000001,15,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,25,4,6932,27728,27728,1.00000000,1.00000000,1.00000000,43527.95333333,2001838.00000000,103217.60000001,20,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,25,5,6932,34660,34660,1.00000000,1.00000000,1.00000000,54409.94166667,2502297.50000000,129022.00000000,25,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,25,6,6932,41592,41587,0.99987978,1.00000000,0.99985574,65288.62444444,3002384.50000000,154999.15000002,25,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,25,7,6932,48524,48415,0.99775369,0.99985574,0.99495095,76067.27388889,3497667.00000000,182281.74999998,25,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,25,8,6932,55456,55210,0.99556405,0.99985574,0.99495095,86812.57888889,3991348.00000000,209999.50000002,25,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,30,1,6932,6932,6932,1.00000000,1.00000000,1.00000000,10881.98833333,500459.50000000,25804.40000000,5,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,30,2,6932,13864,13864,1.00000000,1.00000000,1.00000000,21763.97666667,1000919.00000000,51608.80000001,10,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,30,3,6932,20796,20796,1.00000000,1.00000000,1.00000000,32645.96500000,1501378.50000000,77413.20000001,15,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,30,4,6932,27728,27728,1.00000000,1.00000000,1.00000000,43527.95333333,2001838.00000000,103217.60000001,20,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,30,5,6932,34660,34660,1.00000000,1.00000000,1.00000000,54409.94166667,2502297.50000000,129022.00000000,25,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,30,6,6932,41592,41592,1.00000000,1.00000000,1.00000000,65291.93000000,3002757.00000000,154826.40000002,30,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,30,7,6932,48524,48519,0.99989696,1.00000000,0.99985574,76170.61277778,3502844.00000000,180803.54999998,30,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,30,8,6932,55456,55380,0.99862954,0.99985574,0.99495095,86982.60666667,3999728.00000000,207651.00000002,30,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,32,1,6932,6932,6932,1.00000000,1.00000000,1.00000000,10881.98833333,500459.50000000,25804.40000000,5,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,32,2,6932,13864,13864,1.00000000,1.00000000,1.00000000,21763.97666667,1000919.00000000,51608.80000001,10,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,32,3,6932,20796,20796,1.00000000,1.00000000,1.00000000,32645.96500000,1501378.50000000,77413.20000001,15,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,32,4,6932,27728,27728,1.00000000,1.00000000,1.00000000,43527.95333333,2001838.00000000,103217.60000001,20,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,32,5,6932,34660,34660,1.00000000,1.00000000,1.00000000,54409.94166667,2502297.50000000,129022.00000000,25,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,32,6,6932,41592,41592,1.00000000,1.00000000,1.00000000,65291.93000000,3002757.00000000,154826.40000002,30,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,32,7,6932,48524,48521,0.99993817,1.00000000,0.99985574,76171.93500000,3502993.00000000,180734.44999998,32,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,32,8,6932,55456,55448,0.99985574,0.99985574,0.99985574,87050.61777778,4003080.00000000,206711.60000002,32,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,35,1,6932,6932,6932,1.00000000,1.00000000,1.00000000,10881.98833333,500459.50000000,25804.40000000,5,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,35,2,6932,13864,13864,1.00000000,1.00000000,1.00000000,21763.97666667,1000919.00000000,51608.80000001,10,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,35,3,6932,20796,20796,1.00000000,1.00000000,1.00000000,32645.96500000,1501378.50000000,77413.20000001,15,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,35,4,6932,27728,27728,1.00000000,1.00000000,1.00000000,43527.95333333,2001838.00000000,103217.60000001,20,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,35,5,6932,34660,34660,1.00000000,1.00000000,1.00000000,54409.94166667,2502297.50000000,129022.00000000,25,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,35,6,6932,41592,41592,1.00000000,1.00000000,1.00000000,65291.93000000,3002757.00000000,154826.40000002,30,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,35,7,6932,48524,48524,1.00000000,1.00000000,1.00000000,76173.91833333,3503216.50000000,180630.79999998,35,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,35,8,6932,55456,55451,0.99990984,1.00000000,0.99985574,87052.60111111,4003303.50000000,206607.95000002,35,5,False
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,40,1,6932,6932,6932,1.00000000,1.00000000,1.00000000,10881.98833333,500459.50000000,25804.40000000,5,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,40,2,6932,13864,13864,1.00000000,1.00000000,1.00000000,21763.97666667,1000919.00000000,51608.80000001,10,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,40,3,6932,20796,20796,1.00000000,1.00000000,1.00000000,32645.96500000,1501378.50000000,77413.20000001,15,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,40,4,6932,27728,27728,1.00000000,1.00000000,1.00000000,43527.95333333,2001838.00000000,103217.60000001,20,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,40,5,6932,34660,34660,1.00000000,1.00000000,1.00000000,54409.94166667,2502297.50000000,129022.00000000,25,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,40,6,6932,41592,41592,1.00000000,1.00000000,1.00000000,65291.93000000,3002757.00000000,154826.40000002,30,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,40,7,6932,48524,48524,1.00000000,1.00000000,1.00000000,76173.91833333,3503216.50000000,180630.79999998,35,5,True
test_2023_plus,holdout,2023-01-01,2026-07-13 21:30:41,40,8,6932,55456,55456,1.00000000,1.00000000,1.00000000,87055.90666667,4003676.00000000,206435.20000002,40,5,True
