k,copies,policy,episodes,selection_end,fill_rate_median,fill_rate_p10,offer_coverage_median,cashout_median,cashout_p10,cashout_es10,realized_median,net_payouts_median,ruin_rate,zero_seat_episode_rate,large_shock_episode_rate,worst_death_cluster,replacements_median,first_payout_days_median,initial_capital,cashout_roi_median,test_fill_rate,test_cashout,test_realized,test_net_payouts,test_ruined,test_worst_death_cluster,test_replacements
10,4,least_trades,5,2023-01-01,0.97407983,0.97387463,0.99455677,4695.40000000,553.81900000,-1578.05500000,2360.00000000,5760.00000000,0.00000000,0.00000000,0.00000000,2,7.00000000,308.20833333,3000.00000000,1.56513333,0.97569244,70439.55500000,46640.00000000,50040.00000000,False,2,7
10,4,max_headroom,5,2023-01-01,0.97407983,0.97387463,0.99455677,8418.95000000,1640.00000000,-680.00000000,4040.00000000,6840.00000000,0.00000000,0.00000000,0.00000000,4,4.00000000,225.72916667,3000.00000000,2.80631667,0.97569244,78689.05000000,42280.00000000,44280.00000000,False,0,0
10,4,protect_frozen,5,2023-01-01,0.97395023,0.97353779,0.99455677,6806.86500000,1842.88800000,-413.74000000,3240.00000000,6840.00000000,0.00000000,0.00000000,0.00000000,4,11.00000000,398.75000000,3000.00000000,2.26895500,0.97569244,69341.07000000,43320.00000000,45720.00000000,False,2,2
10,4,round_robin,5,2023-01-01,0.97404799,0.97173961,0.99455677,8965.19500000,2357.01400000,1304.69000000,4840.00000000,7920.00000000,0.00000000,0.00000000,0.00000000,4,9.00000000,388.87500000,3000.00000000,2.98839833,0.97569244,71957.46000000,40800.00000000,43200.00000000,False,2,2
10,4,stable_hash,5,2023-01-01,0.97407983,0.97387463,0.99455677,8913.43500000,860.58200000,-2500.00000000,4700.00000000,8100.00000000,0.00000000,0.00000000,0.00000000,1,7.00000000,274.25000000,3000.00000000,2.97114500,0.97569244,69725.50500000,40440.00000000,42840.00000000,False,1,2
12,1,least_trades,5,2023-01-01,1.00000000,1.00000000,1.00000000,-1760.52500000,-2006.76600000,-2060.00000000,-2060.00000000,720.00000000,0.00000000,0.00000000,0.00000000,1,1.00000000,568.70833333,3400.00000000,-0.51780147,1.00000000,6915.48500000,2900.00000000,6300.00000000,False,1,5
12,1,max_headroom,5,2023-01-01,1.00000000,1.00000000,1.00000000,-600.00000000,-1860.00000000,-1860.00000000,-960.00000000,1440.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,515.31250000,3400.00000000,-0.17647059,1.00000000,15826.80000000,7320.00000000,9720.00000000,False,0,0
12,1,protect_frozen,5,2023-01-01,1.00000000,1.00000000,1.00000000,-2783.26000000,-2894.05500000,-2936.70500000,-2800.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,2.00000000,,3400.00000000,-0.81860588,1.00000000,4206.33000000,2880.00000000,6480.00000000,False,1,6
12,1,round_robin,5,2023-01-01,1.00000000,1.00000000,1.00000000,-2419.50500000,-2592.55600000,-2600.00000000,-2600.00000000,180.00000000,0.00000000,0.00000000,0.00000000,1,1.00000000,652.66666667,3400.00000000,-0.71161912,1.00000000,6026.35000000,3820.00000000,7020.00000000,False,1,4
12,1,stable_hash,5,2023-01-01,1.00000000,1.00000000,1.00000000,-1665.95500000,-1872.51200000,-1958.48000000,-2080.00000000,720.00000000,0.00000000,0.00000000,0.00000000,1,1.00000000,564.60416667,3400.00000000,-0.48998676,1.00000000,12368.63500000,5740.00000000,9540.00000000,False,1,7
12,2,least_trades,5,2023-01-01,1.00000000,1.00000000,1.00000000,708.99000000,-1754.83500000,-1802.34500000,-1200.00000000,1800.00000000,0.00000000,0.00000000,0.00000000,2,4.00000000,350.85416667,3400.00000000,0.20852647,1.00000000,26573.90000000,16520.00000000,20520.00000000,False,2,8
12,2,max_headroom,5,2023-01-01,1.00000000,1.00000000,1.00000000,1920.00000000,370.56000000,-600.00000000,1920.00000000,4320.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,291.97916667,3400.00000000,0.56470588,1.00000000,35219.19000000,18480.00000000,20880.00000000,False,0,0
12,2,protect_frozen,5,2023-01-01,1.00000000,1.00000000,1.00000000,-2735.17000000,-3154.20800000,-3200.00000000,-3240.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2,5.00000000,658.59375000,3400.00000000,-0.80446176,1.00000000,21525.80000000,15800.00000000,19800.00000000,False,2,8
12,2,round_robin,5,2023-01-01,1.00000000,1.00000000,1.00000000,-397.36000000,-2417.46400000,-2800.00000000,-1000.00000000,1800.00000000,0.00000000,0.00000000,0.00000000,2,2.00000000,454.25000000,3400.00000000,-0.11687059,1.00000000,18891.69000000,14280.00000000,17280.00000000,False,2,3
12,2,stable_hash,5,2023-01-01,1.00000000,1.00000000,1.00000000,1474.48500000,-397.51900000,-1012.46500000,-180.00000000,3420.00000000,0.00000000,0.00000000,0.00000000,1,5.00000000,461.60416667,3400.00000000,0.43367206,1.00000000,28573.22000000,15860.00000000,19260.00000000,False,1,5
12,3,least_trades,5,2023-01-01,1.00000000,0.99973968,1.00000000,-37.06500000,-1920.00000000,-3000.00000000,-300.00000000,2700.00000000,0.00000000,0.00000000,0.00000000,3,3.00000000,328.23958333,3400.00000000,-0.01090147,0.99985574,38601.33000000,31380.00000000,34380.00000000,False,3,3
12,3,max_headroom,5,2023-01-01,1.00000000,0.99973968,1.00000000,6058.83000000,1272.00000000,-240.00000000,3540.00000000,5940.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,399.31250000,3400.00000000,1.78200882,0.99985574,58499.71500000,30000.00000000,32400.00000000,False,0,0
12,3,protect_frozen,5,2023-01-01,0.99974147,0.99930726,1.00000000,-2696.79000000,-3202.92000000,-3338.20000000,-3000.00000000,1260.00000000,0.00000000,0.00000000,0.00000000,3,6.00000000,613.16666667,3400.00000000,-0.79317353,0.99985574,42595.98000000,27420.00000000,30420.00000000,False,3,3
12,3,round_robin,5,2023-01-01,1.00000000,0.99973968,1.00000000,2681.56500000,1653.23600000,1348.08000000,1280.00000000,4680.00000000,0.00000000,0.00000000,0.00000000,3,3.00000000,420.95833333,3400.00000000,0.78869559,0.99985574,47364.88500000,29520.00000000,33120.00000000,False,3,6
12,3,stable_hash,5,2023-01-01,1.00000000,0.99973968,1.00000000,3501.42500000,604.32300000,-760.54500000,740.00000000,4320.00000000,0.00000000,0.00000000,0.00000000,1,6.00000000,378.70833333,3400.00000000,1.02983088,0.99985574,47063.98500000,28140.00000000,31140.00000000,False,1,3
12,4,least_trades,5,2023-01-01,0.99455677,0.99401272,0.99455677,3323.38000000,1014.65200000,-157.09000000,2560.00000000,5760.00000000,0.00000000,0.00000000,0.00000000,4,4.00000000,501.77083333,3400.00000000,0.97746471,0.99495095,64231.14000000,42240.00000000,44640.00000000,False,0,0
12,4,max_headroom,5,2023-01-01,0.99455677,0.99401272,0.99455677,8400.00000000,4002.45600000,1200.00000000,6240.00000000,8640.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,233.97916667,3400.00000000,2.47058824,0.99495095,78964.68000000,41520.00000000,43920.00000000,False,0,0
12,4,protect_frozen,5,2023-01-01,0.99398536,0.99126185,0.99455677,5195.16500000,894.04000000,-336.60000000,2740.00000000,5940.00000000,0.00000000,0.00000000,0.00000000,4,8.00000000,485.70833333,3400.00000000,1.52798971,0.99495095,69835.00000000,44500.00000000,47700.00000000,False,4,4
12,4,round_robin,5,2023-01-01,0.99455677,0.99401272,0.99455677,2843.76000000,-635.99400000,-1859.99000000,1200.00000000,3600.00000000,0.00000000,0.00000000,0.00000000,4,4.00000000,524.93750000,3400.00000000,0.83640000,0.99495095,63151.94000000,39800.00000000,43200.00000000,False,4,5
12,4,stable_hash,5,2023-01-01,0.99455677,0.99401272,0.99455677,7995.89500000,1828.05600000,7.47000000,3360.00000000,7560.00000000,0.00000000,0.00000000,0.00000000,1,7.00000000,306.87500000,3400.00000000,2.35173382,0.99495095,74722.43500000,42100.00000000,45900.00000000,False,1,7
15,1,least_trades,5,2023-01-01,1.00000000,1.00000000,1.00000000,-2950.99000000,-3250.08700000,-3330.56500000,-3040.00000000,360.00000000,0.00000000,0.00000000,0.00000000,1,2.00000000,651.20833333,4000.00000000,-0.73774750,1.00000000,2653.52500000,640.00000000,5040.00000000,False,1,7
15,1,max_headroom,5,2023-01-01,1.00000000,1.00000000,1.00000000,-1380.00000000,-1850.91600000,-2100.00000000,-1560.00000000,1440.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,581.87500000,4000.00000000,-0.34500000,1.00000000,14204.13000000,6180.00000000,9180.00000000,False,0,0
15,1,protect_frozen,5,2023-01-01,1.00000000,1.00000000,1.00000000,-3376.80000000,-3540.49200000,-3578.85000000,-3600.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,3.00000000,,4000.00000000,-0.84420000,1.00000000,-2956.37000000,-3740.00000000,1260.00000000,False,1,10
15,1,round_robin,5,2023-01-01,1.00000000,1.00000000,1.00000000,-3200.00000000,-3400.00000000,-3400.00000000,-3200.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,1.00000000,533.41666667,4000.00000000,-0.80000000,1.00000000,606.96000000,0.00000000,3600.00000000,False,1,3
15,1,stable_hash,5,2023-01-01,1.00000000,1.00000000,1.00000000,-2840.00000000,-3126.37900000,-3174.03500000,-2840.00000000,360.00000000,0.00000000,0.00000000,0.00000000,1,1.00000000,611.53125000,4000.00000000,-0.71000000,1.00000000,4726.36000000,1540.00000000,5940.00000000,False,1,7
15,2,least_trades,5,2023-01-01,1.00000000,1.00000000,1.00000000,-643.38500000,-2208.46800000,-2713.61000000,-1640.00000000,1800.00000000,0.00000000,0.00000000,0.00000000,1,3.00000000,456.39583333,4000.00000000,-0.16084625,1.00000000,19163.31000000,13200.00000000,18000.00000000,False,1,9
15,2,max_headroom,5,2023-01-01,1.00000000,1.00000000,1.00000000,2940.00000000,954.04200000,-300.00000000,2040.00000000,5040.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,399.43750000,4000.00000000,0.73500000,1.00000000,34863.22500000,17520.00000000,20520.00000000,False,0,0
15,2,protect_frozen,5,2023-01-01,1.00000000,1.00000000,1.00000000,-3545.37000000,-3885.29600000,-4000.00000000,-3600.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,3.00000000,,4000.00000000,-0.88634250,1.00000000,17416.11500000,11420.00000000,16020.00000000,False,1,8
15,2,round_robin,5,2023-01-01,1.00000000,1.00000000,1.00000000,-1708.60000000,-3045.67100000,-3453.76500000,-2720.00000000,1260.00000000,0.00000000,0.00000000,0.00000000,1,4.00000000,423.70833333,4000.00000000,-0.42715000,1.00000000,15941.72500000,10960.00000000,14760.00000000,False,1,4
15,2,stable_hash,5,2023-01-01,1.00000000,1.00000000,1.00000000,-169.40500000,-1179.57000000,-1640.00000000,-1600.00000000,1980.00000000,0.00000000,0.00000000,0.00000000,1,3.00000000,383.97916667,4000.00000000,-0.04235125,1.00000000,20924.20500000,13380.00000000,18180.00000000,False,1,9
15,3,least_trades,5,2023-01-01,1.00000000,1.00000000,1.00000000,-1048.71000000,-2523.31500000,-2720.41500000,-2460.00000000,2340.00000000,0.00000000,0.00000000,0.00000000,3,9.00000000,479.95833333,4000.00000000,-0.26217750,1.00000000,39974.01500000,28280.00000000,33480.00000000,False,3,11
15,3,max_headroom,5,2023-01-01,1.00000000,1.00000000,1.00000000,4560.00000000,1212.00000000,-300.00000000,3480.00000000,6480.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,416.12500000,4000.00000000,1.14000000,1.00000000,54124.44000000,28320.00000000,31320.00000000,False,0,0
15,3,protect_frozen,5,2023-01-01,1.00000000,0.99933438,1.00000000,-3428.69500000,-3666.05700000,-3710.09500000,-3760.00000000,720.00000000,0.00000000,0.00000000,0.00000000,3,8.00000000,565.42708333,4000.00000000,-0.85717375,1.00000000,35391.92000000,21920.00000000,25920.00000000,False,3,5
15,3,round_robin,5,2023-01-01,1.00000000,1.00000000,1.00000000,-2418.55500000,-3180.00000000,-3660.00000000,-2460.00000000,540.00000000,0.00000000,0.00000000,0.00000000,3,0.00000000,573.77083333,4000.00000000,-0.60463875,1.00000000,34512.85500000,24000.00000000,27000.00000000,False,0,0
15,3,stable_hash,5,2023-01-01,1.00000000,1.00000000,1.00000000,2536.59000000,-431.88400000,-1344.01000000,440.00000000,4860.00000000,0.00000000,0.00000000,0.00000000,1,6.00000000,343.66666667,4000.00000000,0.63414750,1.00000000,40007.10000000,26220.00000000,30420.00000000,False,1,6
15,4,least_trades,5,2023-01-01,0.99830021,0.99778584,0.99974147,4461.09500000,-1010.56400000,-2425.37000000,1640.00000000,5580.00000000,0.00000000,0.00000000,0.00000000,4,11.00000000,308.20833333,4000.00000000,1.11527375,0.99862954,59298.56000000,42740.00000000,47340.00000000,False,1,8
15,4,max_headroom,5,2023-01-01,0.99863919,0.99830794,1.00000000,8338.06500000,2400.00000000,240.00000000,5820.00000000,8820.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,160.06250000,4000.00000000,2.08451625,0.99862954,75147.54000000,40200.00000000,43200.00000000,False,0,0
15,4,protect_frozen,5,2023-01-01,0.99831954,0.99811480,1.00000000,1872.30000000,-2286.70600000,-2597.26000000,-960.00000000,3420.00000000,0.00000000,0.00000000,0.00000000,4,13.00000000,423.70833333,4000.00000000,0.46807500,0.99862954,56361.73000000,38560.00000000,41760.00000000,False,1,1
15,4,round_robin,5,2023-01-01,0.99831954,0.99799816,1.00000000,3125.35000000,-1080.16300000,-2493.25500000,1180.00000000,5940.00000000,0.00000000,0.00000000,0.00000000,2,9.00000000,417.91666667,4000.00000000,0.78133750,0.99862954,62324.69000000,37940.00000000,41940.00000000,False,1,5
15,4,stable_hash,5,2023-01-01,0.99863919,0.99830794,1.00000000,4282.97000000,-74.33700000,-883.92500000,1040.00000000,5400.00000000,0.00000000,0.00000000,0.00000000,1,8.00000000,380.60416667,4000.00000000,1.07074250,0.99862954,62854.19000000,40580.00000000,45180.00000000,False,1,8
20,1,least_trades,5,2023-01-01,1.00000000,1.00000000,1.00000000,-4020.00000000,-4193.68200000,-4200.00000000,-4020.00000000,180.00000000,0.00000000,0.00000000,0.00000000,1,1.00000000,601.91666667,5000.00000000,-0.80400000,1.00000000,4200.21000000,0.00000000,5400.00000000,False,1,7
20,1,max_headroom,5,2023-01-01,1.00000000,1.00000000,1.00000000,-2740.00000000,-3820.00000000,-3820.00000000,-3100.00000000,900.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,576.95833333,5000.00000000,-0.54800000,1.00000000,10941.48500000,8240.00000000,12240.00000000,False,0,0
20,1,protect_frozen,5,2023-01-01,1.00000000,1.00000000,1.00000000,-4161.66000000,-4429.34300000,-4547.66500000,-4200.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,1.00000000,,5000.00000000,-0.83233200,1.00000000,-4266.90500000,-5000.00000000,0.00000000,False,1,5
20,1,round_robin,5,2023-01-01,1.00000000,1.00000000,1.00000000,-4400.00000000,-4400.00000000,-4400.00000000,-4400.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,2.00000000,714.93750000,5000.00000000,-0.88000000,1.00000000,-302.33500000,-1060.00000000,4140.00000000,False,1,6
20,1,stable_hash,5,2023-01-01,1.00000000,1.00000000,1.00000000,-4000.00000000,-4200.00000000,-4200.00000000,-4000.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1,0.00000000,657.83333333,5000.00000000,-0.80000000,1.00000000,3471.21000000,0.00000000,5400.00000000,False,1,7
20,2,least_trades,5,2023-01-01,1.00000000,1.00000000,1.00000000,-3434.02000000,-4240.63300000,-4241.05500000,-4240.00000000,900.00000000,0.00000000,0.00000000,0.00000000,2,4.00000000,479.72916667,5000.00000000,-0.68680400,1.00000000,15813.48500000,9620.00000000,16020.00000000,False,2,12
20,2,max_headroom,5,2023-01-01,1.00000000,1.00000000,1.00000000,2480.00000000,-400.00000000,-1840.00000000,1040.00000000,5040.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,379.72916667,5000.00000000,0.49600000,1.00000000,33995.75000000,17960.00000000,21960.00000000,False,0,0
20,2,protect_frozen,5,2023-01-01,1.00000000,1.00000000,1.00000000,-4857.66500000,-5000.00000000,-5000.00000000,-5000.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2,5.00000000,,5000.00000000,-0.97153300,1.00000000,15854.75000000,8360.00000000,14760.00000000,False,2,12
20,2,round_robin,5,2023-01-01,1.00000000,1.00000000,1.00000000,-1816.54000000,-3844.82400000,-5000.00000000,-3000.00000000,2160.00000000,0.00000000,0.00000000,0.00000000,2,6.00000000,505.18750000,5000.00000000,-0.36330800,1.00000000,20622.23000000,9980.00000000,16380.00000000,False,2,12
20,2,stable_hash,5,2023-01-01,1.00000000,1.00000000,1.00000000,-2950.05000000,-3473.33400000,-3520.00000000,-3520.00000000,1080.00000000,0.00000000,0.00000000,0.00000000,1,3.00000000,425.70833333,5000.00000000,-0.59001000,1.00000000,17058.18000000,10020.00000000,16020.00000000,False,1,10
20,3,least_trades,5,2023-01-01,1.00000000,1.00000000,1.00000000,-1202.53500000,-2289.81200000,-2528.35000000,-2700.00000000,2700.00000000,0.00000000,0.00000000,0.00000000,2,7.00000000,451.87500000,5000.00000000,-0.24050700,1.00000000,32820.04000000,20800.00000000,27000.00000000,False,1,11
20,3,max_headroom,5,2023-01-01,1.00000000,1.00000000,1.00000000,2660.00000000,-364.00000000,-2380.00000000,2660.00000000,6660.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,225.14583333,5000.00000000,0.53200000,1.00000000,53705.79500000,27500.00000000,31500.00000000,False,0,0
20,3,protect_frozen,5,2023-01-01,1.00000000,1.00000000,1.00000000,-4432.32500000,-4879.83200000,-4972.73000000,-5000.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3,5.00000000,620.97916667,5000.00000000,-0.88646500,1.00000000,30320.29500000,17880.00000000,24480.00000000,False,2,13
20,3,round_robin,5,2023-01-01,1.00000000,1.00000000,1.00000000,1258.97000000,-2466.48100000,-4531.83500000,-760.00000000,5040.00000000,0.00000000,0.00000000,0.00000000,1,8.00000000,264.66666667,5000.00000000,0.25179400,1.00000000,40424.01500000,22160.00000000,29160.00000000,False,2,15
20,3,stable_hash,5,2023-01-01,1.00000000,1.00000000,1.00000000,1314.04500000,-1383.40300000,-2214.45500000,-1440.00000000,3960.00000000,0.00000000,0.00000000,0.00000000,1,6.00000000,400.43750000,5000.00000000,0.26280900,1.00000000,32187.22500000,20100.00000000,26100.00000000,False,1,10
20,4,least_trades,5,2023-01-01,1.00000000,0.99992244,1.00000000,-303.95000000,-1524.73200000,-2093.34000000,-2400.00000000,3600.00000000,0.00000000,0.00000000,0.00000000,4,10.00000000,479.95833333,5000.00000000,-0.06079000,1.00000000,52908.24000000,33600.00000000,39600.00000000,False,4,10
20,4,max_headroom,5,2023-01-01,1.00000000,1.00000000,1.00000000,6080.00000000,1616.00000000,-400.00000000,4640.00000000,8640.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,416.12500000,5000.00000000,1.21600000,1.00000000,72165.92000000,37760.00000000,41760.00000000,False,0,0
20,4,protect_frozen,5,2023-01-01,0.99980387,0.99916114,1.00000000,-3609.43500000,-4621.61800000,-4705.32000000,-4840.00000000,1620.00000000,0.00000000,0.00000000,0.00000000,4,12.00000000,567.17708333,5000.00000000,-0.72188700,1.00000000,44922.13000000,28600.00000000,34200.00000000,False,4,8
20,4,round_robin,5,2023-01-01,1.00000000,1.00000000,1.00000000,-3224.74000000,-4240.00000000,-4880.00000000,-3280.00000000,720.00000000,0.00000000,0.00000000,0.00000000,4,0.00000000,573.77083333,5000.00000000,-0.64494800,1.00000000,46017.14000000,32000.00000000,36000.00000000,False,0,0
20,4,stable_hash,5,2023-01-01,1.00000000,1.00000000,1.00000000,2788.41000000,43.70300000,-552.69500000,-40.00000000,5760.00000000,0.00000000,0.00000000,0.00000000,2,9.00000000,377.91666667,5000.00000000,0.55768200,1.00000000,49470.21000000,33120.00000000,38520.00000000,False,1,7
20,6,least_trades,5,2023-01-01,0.99637118,0.99466363,1.00000000,11908.06000000,4267.50500000,2752.77500000,6140.00000000,13140.00000000,0.00000000,0.00000000,0.20000000,6,15.00000000,216.70833333,5000.00000000,2.38161200,0.99658588,90530.42000000,58640.00000000,62640.00000000,False,0,0
20,6,max_headroom,5,2023-01-01,0.99637118,0.99592171,1.00000000,11526.71000000,3704.00000000,680.00000000,8240.00000000,12240.00000000,0.00000000,0.00000000,0.00000000,2,0.00000000,142.97916667,5000.00000000,2.30534200,0.99658588,112739.27000001,60800.00000000,64800.00000000,False,0,0
20,6,protect_frozen,5,2023-01-01,0.99507497,0.99120296,0.99895397,12618.22000000,1126.93600000,-771.14000000,4940.00000000,11340.00000000,0.00000000,0.00000000,0.20000000,6,17.00000000,306.47916667,5000.00000000,2.52364400,0.99658588,99620.46500000,59540.00000000,65340.00000000,False,2,9
20,6,round_robin,5,2023-01-01,0.99590307,0.99561769,0.99973849,11525.69500000,3678.55900000,783.82500000,5140.00000000,11340.00000000,0.00000000,0.00000000,0.00000000,2,13.00000000,329.41666667,5000.00000000,2.30513900,0.99658588,91479.97000000,57160.00000000,61560.00000000,False,2,2
20,6,stable_hash,5,2023-01-01,0.99594967,0.99582105,0.99974147,10098.20500000,993.40600000,-2366.00000000,4360.00000000,11160.00000000,0.00000000,0.00000000,0.00000000,1,11.00000000,339.33333333,5000.00000000,2.01964100,0.99658588,95111.63500000,60700.00000000,65700.00000000,False,1,5
24,6,least_trades,5,2023-01-01,0.99974147,0.99973771,1.00000000,2640.00000000,-3727.68000000,-5092.80000000,-600.00000000,5400.00000000,0.00000000,0.00000000,1.00000000,6,6.00000000,349.60416667,5800.00000000,0.45517241,0.99985574,77869.56000000,63480.00000000,69480.00000000,False,6,6
24,6,max_headroom,5,2023-01-01,1.00000000,0.99973968,1.00000000,12117.66000000,2544.00000000,-480.00000000,7080.00000000,11880.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,399.31250000,5800.00000000,2.08925172,0.99985574,116999.43000001,60000.00000000,64800.00000000,False,0,0
24,6,protect_frozen,5,2023-01-01,0.99926100,0.99712812,0.99974147,-1998.73000000,-5236.00600000,-5800.00000000,-4720.00000000,3960.00000000,0.00000000,0.00000000,1.00000000,6,12.00000000,550.57291667,5800.00000000,-0.34460862,0.99985574,85658.52000000,55020.00000000,61020.00000000,False,6,6
24,6,round_robin,5,2023-01-01,1.00000000,0.99973968,1.00000000,6172.23000000,2813.71900000,2342.86500000,3520.00000000,9720.00000000,0.00000000,0.00000000,1.00000000,6,7.00000000,420.95833333,5800.00000000,1.06417759,0.99985574,91380.32500000,57820.00000000,64620.00000000,False,6,10
24,6,stable_hash,5,2023-01-01,0.99987040,0.99973968,1.00000000,8022.16500000,-690.75600000,-3610.89000000,2100.00000000,9900.00000000,0.00000000,0.00000000,0.00000000,2,13.00000000,339.33333333,5800.00000000,1.38313190,0.99985574,87218.61500000,55640.00000000,62640.00000000,False,1,11
25,6,least_trades,5,2023-01-01,0.99978208,0.99904149,1.00000000,4192.53500000,-3004.59700000,-3659.41500000,-880.00000000,6120.00000000,0.00000000,0.00000000,0.20000000,6,14.00000000,333.70833333,6000.00000000,0.69875583,0.99987978,80344.80500000,55220.00000000,61020.00000000,False,1,4
25,6,max_headroom,5,2023-01-01,1.00000000,0.99978307,1.00000000,15178.99000000,3652.20400000,780.34000000,7960.00000000,12960.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,225.62500000,6000.00000000,2.52983167,0.99987978,113359.94500001,60340.00000000,65340.00000000,False,0,0
25,6,protect_frozen,5,2023-01-01,0.99908712,0.99593797,0.99974147,-586.10500000,-3458.10400000,-5323.86000000,-2660.00000000,5940.00000000,0.00000000,0.00000000,0.20000000,6,18.00000000,537.66666667,6000.00000000,-0.09768417,0.99987978,89583.50000000,58340.00000000,67140.00000000,False,2,19
25,6,round_robin,5,2023-01-01,1.00000000,0.99978307,1.00000000,6126.37500000,-943.06500000,-4621.84500000,1020.00000000,8820.00000000,0.00000000,0.00000000,0.00000000,2,11.00000000,343.95833333,6000.00000000,1.02106250,0.99987978,93317.96500000,58840.00000000,66240.00000000,False,1,12
25,6,stable_hash,5,2023-01-01,0.99987040,0.99968015,1.00000000,5454.31000000,-645.54100000,-2741.19500000,1520.00000000,9720.00000000,0.00000000,0.00000000,0.00000000,1,12.00000000,378.60416667,6000.00000000,0.90905167,0.99987978,88480.11000000,55200.00000000,63000.00000000,False,1,14
25,8,least_trades,5,2023-01-01,0.99470450,0.99188164,0.99973849,15516.45500000,2980.85000000,-2612.55000000,6480.00000000,14580.00000000,0.00000000,0.00000000,0.60000000,7,17.00000000,350.85416667,6000.00000000,2.58607583,0.99556405,135236.15500000,91480.00000000,100080.00000000,False,1,18
25,8,max_headroom,5,2023-01-01,0.99523717,0.99472859,1.00000000,18098.00500000,5970.75800000,1657.93000000,11360.00000000,16560.00000000,0.00000000,0.00000000,0.00000000,1,0.00000000,142.72916667,6000.00000000,3.01633417,0.99556405,155929.31500001,83380.00000000,88380.00000000,False,0,0
25,8,protect_frozen,5,2023-01-01,0.99114529,0.98949247,0.99793175,13375.33000000,-869.28000000,-3559.91000000,3400.00000000,12060.00000000,0.00000000,0.00000000,0.60000000,6,19.00000000,398.41666667,6000.00000000,2.22922167,0.99556405,126822.81500000,83420.00000000,89820.00000000,False,2,7
25,8,round_robin,5,2023-01-01,0.99460643,0.99416067,0.99895397,15251.86000000,4338.76200000,1478.69000000,8220.00000000,16020.00000000,0.00000000,0.00000000,0.00000000,3,14.00000000,176.70833333,6000.00000000,2.54197667,0.99556405,128455.00000000,77920.00000000,85320.00000000,False,2,12
25,8,stable_hash,5,2023-01-01,0.99470450,0.99307219,0.99973719,15845.37500000,4629.03500000,2330.27500000,6560.00000000,14760.00000000,0.00000000,0.00000000,0.00000000,1,16.00000000,340.70833333,6000.00000000,2.64089583,0.99556405,132024.09500000,82340.00000000,88740.00000000,False,1,7
30,6,least_trades,5,2023-01-01,1.00000000,1.00000000,1.00000000,2525.37000000,-2070.89000000,-3339.27000000,-1820.00000000,7380.00000000,0.00000000,0.00000000,1.00000000,6,15.00000000,479.95833333,7000.00000000,0.36076714,1.00000000,82934.29500000,56940.00000000,67140.00000000,False,6,21
30,6,max_headroom,5,2023-01-01,1.00000000,1.00000000,1.00000000,9120.00000000,2424.00000000,-600.00000000,6960.00000000,12960.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,416.12500000,7000.00000000,1.30285714,1.00000000,108248.88000001,56640.00000000,62640.00000000,False,0,0
30,6,protect_frozen,5,2023-01-01,0.99991283,0.99826801,1.00000000,-4705.35500000,-6252.99900000,-6620.64500000,-6860.00000000,2340.00000000,0.00000000,0.00000000,1.00000000,6,16.00000000,596.95833333,7000.00000000,-0.67219357,1.00000000,65990.85000000,42720.00000000,51120.00000000,False,6,12
30,6,round_robin,5,2023-01-01,1.00000000,1.00000000,1.00000000,-4152.18000000,-4886.84400000,-4920.00000000,-4920.00000000,2160.00000000,0.00000000,0.00000000,0.40000000,6,0.00000000,573.77083333,7000.00000000,-0.59316857,1.00000000,69025.71000000,48000.00000000,54000.00000000,False,0,0
30,6,stable_hash,5,2023-01-01,1.00000000,1.00000000,1.00000000,6762.31500000,-521.09400000,-2891.84000000,700.00000000,9900.00000000,0.00000000,0.00000000,0.00000000,1,15.00000000,264.27083333,7000.00000000,0.96604500,1.00000000,80318.52000000,50760.00000000,59760.00000000,False,1,15
30,8,least_trades,5,2023-01-01,0.99830021,0.99470368,0.99973849,6387.53500000,-1908.34500000,-4735.66500000,280.00000000,10620.00000000,0.00000000,0.00000000,0.40000000,6,18.00000000,161.89583333,7000.00000000,0.91250500,0.99862954,122913.65000000,83540.00000000,94140.00000000,False,3,23
