Time,Category,Message,
27.08.2026 15:12:49,Position,Instrument='MNQ SEP26' Account='PA-APEX-240737-09' Average price=29588.5 Quantity=1 Market position=Long Operation=Operation_Add,
27.08.2026 15:12:49,Order,Order='2875252877/PA-APEX-240737-09' Name='Long1_1' New state='Working' Instrument='MNQ SEP26' Action='Buy' Limit price=29588.5 Stop price=29588.5 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 15:00:00,Order,Order='2875252877/PA-APEX-240737-09' Name='Long1_1' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29588.5 Stop price=29588.5 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 15:00:00,Order,Order='2875252877/PA-APEX-240737-09' Name='Long1_1' New state='Change submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29588.5 Stop price=29588.5 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 14:30:00,Order,Order='2875252877/PA-APEX-240737-09' Name='Long1_1' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29630.25 Stop price=29630.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 14:30:00,Order,Order='13ed96edd93b4b69a26c9cd53f7ac61e/PA-APEX-240737-09' Name='Long1_1' New state='Submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29630.25 Stop price=29630.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 14:30:00,NinjaScript,NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203019' submitting order,
27.08.2026 14:02:49,Order,Order='2875238727/PA-APEX-240737-09' Name='StopLimit_1' New state='Filled' Instrument='MNQ SEP26' Action='Sell' Limit price=29576 Stop price=29576 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=1 Fill price=29576 Error='No error' Native error='',
27.08.2026 14:02:49,Position,Instrument='MNQ SEP26' Account='PA-APEX-240737-09' Average price=29606 Quantity=1 Market position=Flat Operation=Remove,
27.08.2026 14:02:49,Execution,Execution='1634021|2875238727|2875238727' Instrument='MNQ SEP26' Account='PA-APEX-240737-09' Exchange=Globex Price=29576 Quantity=1 Market position=Short Operation=Operation_Add Order='2875238727' Time='8.27.2026 2:02 PM',
27.08.2026 14:02:49,Order,Order='2875238727/PA-APEX-240737-09' Name='StopLimit_1' New state='Working' Instrument='MNQ SEP26' Action='Sell' Limit price=29576 Stop price=29576 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 14:00:07,Order,Order='2875238727/PA-APEX-240737-09' Name='StopLimit_1' New state='Accepted' Instrument='MNQ SEP26' Action='Sell' Limit price=29576 Stop price=29576 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 14:00:07,Position,Instrument='MNQ SEP26' Account='PA-APEX-240737-09' Average price=29606 Quantity=1 Market position=Long Operation=Operation_Add,
27.08.2026 14:00:07,Order,Order='2875192885/PA-APEX-240737-09' Name='Long1_1' New state='Filled' Instrument='MNQ SEP26' Action='Buy' Limit price=29606.75 Stop price=29606.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=1 Fill price=29606 Error='No error' Native error='',
27.08.2026 14:00:07,Order,Order='18a90f768cba401e80f94d4b6f6bccc1/PA-APEX-240737-09' Name='StopLimit_1' New state='Submitted' Instrument='MNQ SEP26' Action='Sell' Limit price=29576 Stop price=29576 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 14:00:07,NinjaScript,NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203019' submitting order,
27.08.2026 14:00:07,Execution,Execution='1636978|2875192885|2875192885' Instrument='MNQ SEP26' Account='PA-APEX-240737-09' Exchange=Globex Price=29606 Quantity=1 Market position=Long Operation=Operation_Add Order='2875192885' Time='8.27.2026 2:00 PM',
27.08.2026 14:00:07,Order,Order='2875192885/PA-APEX-240737-09' Name='Long1_1' New state='Working' Instrument='MNQ SEP26' Action='Buy' Limit price=29606.75 Stop price=29606.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 13:30:00,Order,Order='2875192885/PA-APEX-240737-09' Name='Long1_1' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29606.75 Stop price=29606.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 13:30:00,Order,Order='2875192885/PA-APEX-240737-09' Name='Long1_1' New state='Change submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29606.75 Stop price=29606.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 12:30:00,Order,Order='2875192885/PA-APEX-240737-09' Name='Long1_1' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29634 Stop price=29634 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 12:30:00,Order,Order='2875192885/PA-APEX-240737-09' Name='Long1_1' New state='Change submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29634 Stop price=29634 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 12:00:00,Order,Order='2875192885/PA-APEX-240737-09' Name='Long1_1' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29661.25 Stop price=29661.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 12:00:00,Order,Order='5afd64449462474dabab383c70db57ee/PA-APEX-240737-09' Name='Long1_1' New state='Submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29661.25 Stop price=29661.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 12:00:00,NinjaScript,NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203019' submitting order,
27.08.2026 11:30:02,Order,Order='2875157978/PA-APEX-240737-10' Name='StopLimit_2' New state='Cancelled' Instrument='MNQ SEP26' Action='Sell' Limit price=29499.25 Stop price=29499.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 11:30:01,Order,Order='2875178211/PA-APEX-240737-10' Name='RR_Limit_2' New state='Filled' Instrument='MNQ SEP26' Action='Sell' Limit price=29657.25 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=1 Fill price=29657.25 Error='No error' Native error='',
27.08.2026 11:30:01,Position,Instrument='MNQ SEP26' Account='PA-APEX-240737-10' Average price=29549.75 Quantity=1 Market position=Flat Operation=Remove,
27.08.2026 11:30:01,Order,Order='2875157978/PA-APEX-240737-10' Name='StopLimit_2' New state='Cancel submitted' Instrument='MNQ SEP26' Action='Sell' Limit price=29499.25 Stop price=29499.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 11:30:01,Execution,Execution='1627444|2875178211|2875178211' Instrument='MNQ SEP26' Account='PA-APEX-240737-10' Exchange=Globex Price=29657.25 Quantity=1 Market position=Short Operation=Operation_Add Order='2875178211' Time='8.27.2026 11:30 AM',
27.08.2026 11:30:00,Order,Order='2875178211/PA-APEX-240737-10' Name='RR_Limit_2' New state='Working' Instrument='MNQ SEP26' Action='Sell' Limit price=29657.25 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 11:30:00,Order,Order='2875178211/PA-APEX-240737-10' Name='RR_Limit_2' New state='Accepted' Instrument='MNQ SEP26' Action='Sell' Limit price=29657.25 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 11:30:00,Order,Order='d62ffa1fbbca4ed185d68503b7fa0526/PA-APEX-240737-10' Name='RR_Limit_2' New state='Submitted' Instrument='MNQ SEP26' Action='Sell' Limit price=29657.25 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 11:30:00,NinjaScript,NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203020' submitting order,
27.08.2026 11:00:27,Order,Order='2875157978/PA-APEX-240737-10' Name='StopLimit_2' New state='Accepted' Instrument='MNQ SEP26' Action='Sell' Limit price=29499.25 Stop price=29499.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 11:00:27,Position,Instrument='MNQ SEP26' Account='PA-APEX-240737-10' Average price=29549.75 Quantity=1 Market position=Long Operation=Operation_Add,
27.08.2026 11:00:27,Order,Order='98c528a24244444a8351b9ce86b9b727/PA-APEX-240737-10' Name='StopLimit_2' New state='Submitted' Instrument='MNQ SEP26' Action='Sell' Limit price=29499.25 Stop price=29499.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 11:00:27,Order,Order='2875157607/PA-APEX-240737-10' Name='Long1_2' New state='Filled' Instrument='MNQ SEP26' Action='Buy' Limit price=29549.75 Stop price=29549.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=1 Fill price=29549.75 Error='No error' Native error='',
27.08.2026 11:00:27,NinjaScript,NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203020' submitting order,
27.08.2026 11:00:27,Execution,Execution='1623432|2875157607|2875157607' Instrument='MNQ SEP26' Account='PA-APEX-240737-10' Exchange=Globex Price=29549.75 Quantity=1 Market position=Long Operation=Operation_Add Order='2875157607' Time='8.27.2026 11:00 AM',
27.08.2026 11:00:27,Order,Order='2875157607/PA-APEX-240737-10' Name='Long1_2' New state='Working' Instrument='MNQ SEP26' Action='Buy' Limit price=29549.75 Stop price=29549.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 11:00:00,Order,Order='2875157607/PA-APEX-240737-10' Name='Long1_2' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29549.75 Stop price=29549.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 11:00:00,Order,Order='78408487b2734c4fbe122a8e869b2aef/PA-APEX-240737-10' Name='Long1_2' New state='Submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29549.75 Stop price=29549.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 11:00:00,NinjaScript,NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203020' submitting order,
27.08.2026 10:30:55,Order,Order='2875118797/PA-APEX-240737-09' Name='StopLimit_1' New state='Cancelled' Instrument='MNQ SEP26' Action='Sell' Limit price=29428.25 Stop price=29428.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 10:30:55,Position,Instrument='MNQ SEP26' Account='PA-APEX-240737-09' Average price=29471.75 Quantity=1 Market position=Flat Operation=Remove,
27.08.2026 10:30:55,Order,Order='2875118797/PA-APEX-240737-09' Name='StopLimit_1' New state='Cancel submitted' Instrument='MNQ SEP26' Action='Sell' Limit price=29428.25 Stop price=29428.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 10:30:55,Execution,Execution='1621430|2875142368|2875142368' Instrument='MNQ SEP26' Account='PA-APEX-240737-09' Exchange=Globex Price=29549 Quantity=1 Market position=Short Operation=Operation_Add Order='2875142368' Time='8.27.2026 10:30 AM',
27.08.2026 10:30:55,Order,Order='2875142368/PA-APEX-240737-09' Name='RR_Limit_1' New state='Filled' Instrument='MNQ SEP26' Action='Sell' Limit price=29549 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=1 Fill price=29549 Error='No error' Native error='',
27.08.2026 10:30:00,Order,Order='2875142368/PA-APEX-240737-09' Name='RR_Limit_1' New state='Working' Instrument='MNQ SEP26' Action='Sell' Limit price=29549 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 10:30:00,Order,Order='2875142368/PA-APEX-240737-09' Name='RR_Limit_1' New state='Accepted' Instrument='MNQ SEP26' Action='Sell' Limit price=29549 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 10:30:00,Order,Order='77751eb065a04f8e8c251aa2be75fc19/PA-APEX-240737-09' Name='RR_Limit_1' New state='Submitted' Instrument='MNQ SEP26' Action='Sell' Limit price=29549 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 10:30:00,NinjaScript,NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203019' submitting order,
27.08.2026 09:35:54,Order,Order='2875118797/PA-APEX-240737-09' Name='StopLimit_1' New state='Accepted' Instrument='MNQ SEP26' Action='Sell' Limit price=29428.25 Stop price=29428.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 09:35:54,Order,Order='49e8d10a96cc40bd8b49974ddc052f8b/PA-APEX-240737-09' Name='StopLimit_1' New state='Submitted' Instrument='MNQ SEP26' Action='Sell' Limit price=29428.25 Stop price=29428.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 09:35:54,NinjaScript,NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203019' submitting order,
27.08.2026 09:35:54,Execution,Execution='1619471|2874976352|2874976352' Instrument='MNQ SEP26' Account='PA-APEX-240737-09' Exchange=Globex Price=29471.75 Quantity=1 Market position=Long Operation=Operation_Add Order='2874976352' Time='8.27.2026 9:35 AM',
27.08.2026 09:35:54,Position,Instrument='MNQ SEP26' Account='PA-APEX-240737-09' Average price=29471.75 Quantity=1 Market position=Long Operation=Operation_Add,
27.08.2026 09:35:54,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Filled' Instrument='MNQ SEP26' Action='Buy' Limit price=29471.75 Stop price=29471.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=1 Fill price=29471.75 Error='No error' Native error='',
27.08.2026 09:35:54,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Working' Instrument='MNQ SEP26' Action='Buy' Limit price=29471.75 Stop price=29471.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 09:00:00,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29471.75 Stop price=29471.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 09:00:00,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Change submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29471.75 Stop price=29471.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 08:30:00,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29504.75 Stop price=29504.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 08:30:00,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Change submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29504.75 Stop price=29504.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 08:00:00,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29531.25 Stop price=29531.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 08:00:00,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Change submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29531.25 Stop price=29531.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 07:30:00,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29551.75 Stop price=29551.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 07:30:00,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Change submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29551.75 Stop price=29551.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 07:00:00,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29572.5 Stop price=29572.5 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 07:00:00,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Change submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29572.5 Stop price=29572.5 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 04:00:00,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29581.5 Stop price=29581.5 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 04:00:00,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Change submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29581.5 Stop price=29581.5 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 03:30:00,Order,Order='2874976352/PA-APEX-240737-09' Name='Long1_1' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29655.75 Stop price=29655.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 03:30:00,Order,Order='4085fbb2bc2247e18e070f0c63ceb17a/PA-APEX-240737-09' Name='Long1_1' New state='Submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29655.75 Stop price=29655.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 03:30:00,NinjaScript,NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203019' submitting order,
27.08.2026 03:00:00,Order,Order='2874945033/PA-APEX-240737-09' Name='StopLimit_1' New state='Cancelled' Instrument='MNQ SEP26' Action='Sell' Limit price=29585.25 Stop price=29585.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 03:00:00,Order,Order='2874945033/PA-APEX-240737-09' Name='StopLimit_1' New state='Cancel submitted' Instrument='MNQ SEP26' Action='Sell' Limit price=29585.25 Stop price=29585.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 03:00:00,Position,Instrument='MNQ SEP26' Account='PA-APEX-240737-09' Average price=29613.5 Quantity=1 Market position=Flat Operation=Remove,
27.08.2026 03:00:00,Order,Order='2874952891/PA-APEX-240737-09' Name='RR_Limit_1' New state='Filled' Instrument='MNQ SEP26' Action='Sell' Limit price=29647.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=1 Fill price=29652 Error='No error' Native error='',
27.08.2026 03:00:00,Execution,Execution='1598302|2874952891|2874952891' Instrument='MNQ SEP26' Account='PA-APEX-240737-09' Exchange=Globex Price=29652 Quantity=1 Market position=Short Operation=Operation_Add Order='2874952891' Time='8.27.2026 3:00 AM',
27.08.2026 03:00:00,Order,Order='2874952891/PA-APEX-240737-09' Name='RR_Limit_1' New state='Working' Instrument='MNQ SEP26' Action='Sell' Limit price=29647.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 03:00:00,Order,Order='2874952891/PA-APEX-240737-09' Name='RR_Limit_1' New state='Accepted' Instrument='MNQ SEP26' Action='Sell' Limit price=29647.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 03:00:00,Order,Order='1de413c469d74e088b761b90258639e0/PA-APEX-240737-09' Name='RR_Limit_1' New state='Submitted' Instrument='MNQ SEP26' Action='Sell' Limit price=29647.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 03:00:00,NinjaScript,NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203019' submitting order,
27.08.2026 02:45:26,Order,Order='2874945033/PA-APEX-240737-09' Name='StopLimit_1' New state='Accepted' Instrument='MNQ SEP26' Action='Sell' Limit price=29585.25 Stop price=29585.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 02:45:26,Order,Order='4fec83f5b4634504bbce1819eef52774/PA-APEX-240737-09' Name='StopLimit_1' New state='Submitted' Instrument='MNQ SEP26' Action='Sell' Limit price=29585.25 Stop price=29585.25 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 02:45:26,Position,Instrument='MNQ SEP26' Account='PA-APEX-240737-09' Average price=29613.5 Quantity=1 Market position=Long Operation=Operation_Add,
27.08.2026 02:45:26,NinjaScript,NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203019' submitting order,
27.08.2026 02:45:26,Order,Order='2874940062/PA-APEX-240737-09' Name='Long1_1' New state='Filled' Instrument='MNQ SEP26' Action='Buy' Limit price=29614.75 Stop price=29614.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=1 Fill price=29613.5 Error='No error' Native error='',
27.08.2026 02:45:26,Execution,Execution='1595331|2874940062|2874940062' Instrument='MNQ SEP26' Account='PA-APEX-240737-09' Exchange=Globex Price=29613.5 Quantity=1 Market position=Long Operation=Operation_Add Order='2874940062' Time='8.27.2026 2:45 AM',
27.08.2026 02:45:26,Order,Order='2874940062/PA-APEX-240737-09' Name='Long1_1' New state='Working' Instrument='MNQ SEP26' Action='Buy' Limit price=29614.75 Stop price=29614.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 02:30:00,Order,Order='2874940062/PA-APEX-240737-09' Name='Long1_1' New state='Accepted' Instrument='MNQ SEP26' Action='Buy' Limit price=29614.75 Stop price=29614.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 02:30:00,Order,Order='76e0b941782540b08e591361ca7f3306/PA-APEX-240737-09' Name='Long1_1' New state='Submitted' Instrument='MNQ SEP26' Action='Buy' Limit price=29614.75 Stop price=29614.75 Quantity=1 Type='Stop Limit' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
27.08.2026 02:30:00,NinjaScript,NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203019' submitting order,
27.08.2026 01:52:23,Default,Enabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203024' : On starting a real-time strategy - StartBehavior=ImmediatelySubmit EntryHandling=Unique entries EntriesPerDirection=1 StopTargetHandling=Per entry execution ErrorHandling=Ignore all errors ExitOnSessionClose=True / triggering 30 seconds before close SetOrderQuantityBy=Strategy ConnectionLossHandling=Keep running DisconnectDelaySeconds=10 CancelEntriesOnStrategyDisable=True CancelExitsOnStrategyDisable=False Calculate=On bar close IsUnmanaged=False MaxRestarts=4 in 5 minutes,
27.08.2026 01:52:23,Default,Enabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203023' : On starting a real-time strategy - StartBehavior=ImmediatelySubmit EntryHandling=Unique entries EntriesPerDirection=1 StopTargetHandling=Per entry execution ErrorHandling=Ignore all errors ExitOnSessionClose=True / triggering 30 seconds before close SetOrderQuantityBy=Strategy ConnectionLossHandling=Keep running DisconnectDelaySeconds=10 CancelEntriesOnStrategyDisable=True CancelExitsOnStrategyDisable=False Calculate=On bar close IsUnmanaged=False MaxRestarts=4 in 5 minutes,
27.08.2026 01:52:23,Default,Enabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203022' : On starting a real-time strategy - StartBehavior=ImmediatelySubmit EntryHandling=Unique entries EntriesPerDirection=1 StopTargetHandling=Per entry execution ErrorHandling=Ignore all errors ExitOnSessionClose=True / triggering 30 seconds before close SetOrderQuantityBy=Strategy ConnectionLossHandling=Keep running DisconnectDelaySeconds=10 CancelEntriesOnStrategyDisable=True CancelExitsOnStrategyDisable=False Calculate=On bar close IsUnmanaged=False MaxRestarts=4 in 5 minutes,
27.08.2026 01:52:23,Default,Enabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203021' : On starting a real-time strategy - StartBehavior=ImmediatelySubmit EntryHandling=Unique entries EntriesPerDirection=1 StopTargetHandling=Per entry execution ErrorHandling=Ignore all errors ExitOnSessionClose=True / triggering 30 seconds before close SetOrderQuantityBy=Strategy ConnectionLossHandling=Keep running DisconnectDelaySeconds=10 CancelEntriesOnStrategyDisable=True CancelExitsOnStrategyDisable=False Calculate=On bar close IsUnmanaged=False MaxRestarts=4 in 5 minutes,
