Time,Category,Message,
27.08.2026 01:52:23,Default,Enabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203020' : On starting a real-time strategy - StartBehavior=ImmediatelySubmit EntryHandling=Unique entries EntriesPerDirection=1 StopTargetHandling=Per entry execution ErrorHandling=Ignore all errors ExitOnSessionClose=True / triggering 30 seconds before close SetOrderQuantityBy=Strategy ConnectionLossHandling=Keep running DisconnectDelaySeconds=10 CancelEntriesOnStrategyDisable=True CancelExitsOnStrategyDisable=False Calculate=On bar close IsUnmanaged=False MaxRestarts=4 in 5 minutes,
27.08.2026 01:52:23,Default,Enabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203019' : On starting a real-time strategy - StartBehavior=ImmediatelySubmit EntryHandling=Unique entries EntriesPerDirection=1 StopTargetHandling=Per entry execution ErrorHandling=Ignore all errors ExitOnSessionClose=True / triggering 30 seconds before close SetOrderQuantityBy=Strategy ConnectionLossHandling=Keep running DisconnectDelaySeconds=10 CancelEntriesOnStrategyDisable=True CancelExitsOnStrategyDisable=False Calculate=On bar close IsUnmanaged=False MaxRestarts=4 in 5 minutes,
27.08.2026 01:52:03,Default,Disabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203024',
27.08.2026 01:52:03,Default,Disabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203022',
27.08.2026 01:52:03,Default,Disabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203020',
27.08.2026 01:52:03,Default,Disabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203023',
27.08.2026 01:52:03,Default,Disabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203019',
27.08.2026 01:52:03,Default,Disabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203021',
27.08.2026 01:51:56,Default,Enabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203024' : On starting a real-time strategy - StartBehavior=ImmediatelySubmit EntryHandling=Unique entries EntriesPerDirection=1 StopTargetHandling=Per entry execution ErrorHandling=Ignore all errors ExitOnSessionClose=True / triggering 30 seconds before close SetOrderQuantityBy=Strategy ConnectionLossHandling=Keep running DisconnectDelaySeconds=10 CancelEntriesOnStrategyDisable=True CancelExitsOnStrategyDisable=False Calculate=On bar close IsUnmanaged=False MaxRestarts=4 in 5 minutes,
27.08.2026 01:51:56,Default,Enabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203023' : On starting a real-time strategy - StartBehavior=ImmediatelySubmit EntryHandling=Unique entries EntriesPerDirection=1 StopTargetHandling=Per entry execution ErrorHandling=Ignore all errors ExitOnSessionClose=True / triggering 30 seconds before close SetOrderQuantityBy=Strategy ConnectionLossHandling=Keep running DisconnectDelaySeconds=10 CancelEntriesOnStrategyDisable=True CancelExitsOnStrategyDisable=False Calculate=On bar close IsUnmanaged=False MaxRestarts=4 in 5 minutes,
27.08.2026 01:51:56,Default,Enabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203022' : On starting a real-time strategy - StartBehavior=ImmediatelySubmit EntryHandling=Unique entries EntriesPerDirection=1 StopTargetHandling=Per entry execution ErrorHandling=Ignore all errors ExitOnSessionClose=True / triggering 30 seconds before close SetOrderQuantityBy=Strategy ConnectionLossHandling=Keep running DisconnectDelaySeconds=10 CancelEntriesOnStrategyDisable=True CancelExitsOnStrategyDisable=False Calculate=On bar close IsUnmanaged=False MaxRestarts=4 in 5 minutes,
27.08.2026 01:51:56,Default,Enabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203020' : On starting a real-time strategy - StartBehavior=ImmediatelySubmit EntryHandling=Unique entries EntriesPerDirection=1 StopTargetHandling=Per entry execution ErrorHandling=Ignore all errors ExitOnSessionClose=True / triggering 30 seconds before close SetOrderQuantityBy=Strategy ConnectionLossHandling=Keep running DisconnectDelaySeconds=10 CancelEntriesOnStrategyDisable=True CancelExitsOnStrategyDisable=False Calculate=On bar close IsUnmanaged=False MaxRestarts=4 in 5 minutes,
27.08.2026 01:51:56,Default,Enabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203021' : On starting a real-time strategy - StartBehavior=ImmediatelySubmit EntryHandling=Unique entries EntriesPerDirection=1 StopTargetHandling=Per entry execution ErrorHandling=Ignore all errors ExitOnSessionClose=True / triggering 30 seconds before close SetOrderQuantityBy=Strategy ConnectionLossHandling=Keep running DisconnectDelaySeconds=10 CancelEntriesOnStrategyDisable=True CancelExitsOnStrategyDisable=False Calculate=On bar close IsUnmanaged=False MaxRestarts=4 in 5 minutes,
27.08.2026 01:51:56,Default,Enabling NinjaScript strategy 'RRLongTimeWinStopLimitTPlimitGAPWindowRROffsetsSafeExitsRouted/250203019' : On starting a real-time strategy - StartBehavior=ImmediatelySubmit EntryHandling=Unique entries EntriesPerDirection=1 StopTargetHandling=Per entry execution ErrorHandling=Ignore all errors ExitOnSessionClose=True / triggering 30 seconds before close SetOrderQuantityBy=Strategy ConnectionLossHandling=Keep running DisconnectDelaySeconds=10 CancelEntriesOnStrategyDisable=True CancelExitsOnStrategyDisable=False Calculate=On bar close IsUnmanaged=False MaxRestarts=4 in 5 minutes,
27.08.2026 01:51:37,Connection,Using HDS (hds-us-nt-012.ninjatrader.com/31655),
27.08.2026 01:51:37,Connection,Time to auto close position='23:59:00', Enabled=True,
27.08.2026 01:51:37,Connection,Apex: Primary connection=Connected, Price feed=Connected,
27.08.2026 01:51:11,Default,Restoring workspace 'FiletransmitWorkspace_old'...,
27.08.2026 01:51:09,Default,Auto close enabled=True: All,
27.08.2026 01:51:09,Order,Order entry hot keys disabled,
27.08.2026 01:51:09,Connection,Apex: Primary connection=Connecting, Price feed=Connecting,
27.08.2026 01:51:09,Default,Auto connecting 'Apex'...,
27.08.2026 01:51:09,Default,Telemetry configuration updated to version 1003 (previous version 0).,
27.08.2026 01:51:09,Default,Automated trading disabled,
27.08.2026 01:51:09,Connection,Using IS (is-us-nt-005.ninjatrader.com/31658),
27.08.2026 01:51:07,Default,Global simulation mode disabled,
27.08.2026 01:46:07,Default,Session Break (Version 8.1.8.1),
27.08.2026 00:16:54,Default,Session Break (Version 8.1.8.1),
